conversation_id,conversation,profanity,sensitive_data_compliance
a5c3b078-bcb3-4258-9a5a-6a0c5fc082a3,"[{""speaker"": ""Agent"", ""text"": ""Hello, is this Mr. Johnson?"", ""stime"": 0, ""etime"": 5}, {""speaker"": ""Customer"", ""text"": ""Yes, this is him. Who is this?"", ""stime"": 5.5, ""etime"": 10}, {""speaker"": ""Agent"", ""text"": ""This is Lisa calling from XYZ Collections. How are you today?"", ""stime"": 9, ""etime"": 15}, {""speaker"": ""Customer"", ""text"": ""I'm fine, thanks for asking. What's this about?"", ""stime"": 15.5, ""etime"": 20}, {""speaker"": ""Agent"", ""text"": ""I'm reaching out regarding an outstanding balance on your account. Can you please verify your date of birth?"", ""stime"": 20, ""etime"": 30}, {""speaker"": ""Customer"", ""text"": ""Sure, it's February 12, 1985."", ""stime"": 29, ""etime"": 32}, {""speaker"": ""Agent"", ""text"": ""Thank you, Mr. Johnson. Can you also confirm your current address?"", ""stime"": 32.5, ""etime"": 38}, {""speaker"": ""Customer"", ""text"": ""Yes, it's 123 Maple Street, Springfield."", ""stime"": 37, ""etime"": 42}, {""speaker"": ""Agent"", ""text"": ""Thank you for verifying that information. You have a balance of $250 due. How would you like to proceed with payment?"", ""stime"": 42.5, ""etime"": 52}, {""speaker"": ""Customer"", ""text"": ""Can I pay by credit card over the phone?"", ""stime"": 51, ""etime"": 55}, {""speaker"": ""Agent"", ""text"": ""Absolutely. I can assist you with that. Please provide your card details."", ""stime"": 55.5, ""etime"": 63}, {""speaker"": ""Customer"", ""text"": ""Alright, my card number is 4111 1111 1111 1111."", ""stime"": 62, ""etime"": 66}, {""speaker"": ""Agent"", ""text"": ""Thank you. I\u2019ll process that payment now. You're all set, Mr. Johnson."", ""stime"": 66.5, ""etime"": 74}, {""speaker"": ""Customer"", ""text"": ""Thanks for your help!"", ""stime"": 73, ""etime"": 75}, {""speaker"": ""Agent"", ""text"": ""You're welcome! Have a great day."", ""stime"": 75.5, ""etime"": 80}]",Not Found,Violation
e0f3d7f4-5b17-4f27-8826-b0378533c4e2,"[{""speaker"": ""Customer"", ""text"": ""You have reached the voicemail of John Smith. Please leave your name and number after the beep."", ""stime"": 0, ""etime"": 8}, {""speaker"": ""Agent"", ""text"": ""Hi John, this is Sarah from Delta Financial. I'm calling about your overdue account. "", ""stime"": 7, ""etime"": 16}, {""speaker"": ""Customer"", ""text"": ""To leave a message, press one."", ""stime"": 15, ""etime"": 20}, {""speaker"": ""Agent"", ""text"": ""It\u2019s important to discuss this matter as soon as possible. You can reach me at the number provided,"", ""stime"": 18, ""etime"": 26}, {""speaker"": ""Customer"", ""text"": ""Or visit our website for more information."", ""stime"": 25, ""etime"": 30}]",Not Found,Not Found
73caf5a2-b721-48fa-932c-757aa5a2c44c,"[{""speaker"": ""Agent"", ""text"": ""Hello, this is John calling from XYZ Collections. Is this Mr. Smith?"", ""stime"": 0, ""etime"": 7}, {""speaker"": ""Customer"", ""text"": ""Yes, this is he. What is this about?"", ""stime"": 7.5, ""etime"": 11}, {""speaker"": ""Agent"", ""text"": ""I am reaching out to discuss your account with XYZ Bank. To proceed, can you please verify your date of birth?"", ""stime"": 10, ""etime"": 21}, {""speaker"": ""Customer"", ""text"": ""Sure, it's January 15, 1985."", ""stime"": 22, ""etime"": 25}, {""speaker"": ""Agent"", ""text"": ""Thank you, Mr. Smith. Can you also confirm your current address for me?"", ""stime"": 24, ""etime"": 30}, {""speaker"": ""Customer"", ""text"": ""Yes, it's 123 Elm Street, Springfield."", ""stime"": 31, ""etime"": 35}, {""speaker"": ""Agent"", ""text"": ""Thanks for confirming that information. You currently have an outstanding balance of $450. How do you wish to proceed with the payment?"", ""stime"": 34, ""etime"": 48}, {""speaker"": ""Customer"", ""text"": ""I can pay half today and the rest next month."", ""stime"": 47, ""etime"": 53}, {""speaker"": ""Agent"", ""text"": ""That sounds reasonable. So, would you like to make a payment of $225 today?"", ""stime"": 52, ""etime"": 60}, {""speaker"": ""Customer"", ""text"": ""Yes, I can do that."", ""stime"": 59, ""etime"": 62}, {""speaker"": ""Agent"", ""text"": ""Great! I will process that for you. May I have your payment method, please?"", ""stime"": 61, ""etime"": 68}, {""speaker"": ""Customer"", ""text"": ""I will use my credit card."", ""stime"": 67, ""etime"": 70}, {""speaker"": ""Agent"", ""text"": ""Perfect, please provide the card details when you're ready."", ""stime"": 69, ""etime"": 73}, {""speaker"": ""Customer"", ""text"": ""Okay, it's 4111 1111 1111 1111, expires 10/25."", ""stime"": 72, ""etime"": 75}, {""speaker"": ""Agent"", ""text"": ""Thank you for that information, Mr. Smith. I will process this and send you a confirmation shortly."", ""stime"": 74, ""etime"": 85}]",Not Found,Not Found
467483c7-8c70-40dd-9449-384547b9ea93,"[{""speaker"": ""Agent"", ""text"": ""Hello, this is Mark calling from XYZ Collections. How are you today?"", ""stime"": 0, ""etime"": 7}, {""speaker"": ""Customer"", ""text"": ""I'm doing alright, thanks. What is this about?"", ""stime"": 8, ""etime"": 12}, {""speaker"": ""Agent"", ""text"": ""I\u2019m reaching out regarding an outstanding balance on your account. Before we proceed, could you please verify your date of birth?"", ""stime"": 11, ""etime"": 22}, {""speaker"": ""Customer"", ""text"": ""Sure, it's July 15th, 1990."", ""stime"": 21, ""etime"": 24}, {""speaker"": ""Agent"", ""text"": ""Thank you for providing that. Can you also confirm your current address?"", ""stime"": 23, ""etime"": 30}, {""speaker"": ""Customer"", ""text"": ""Yes, it's 123 Main St, Springfield."", ""stime"": 29, ""etime"": 32}, {""speaker"": ""Agent"", ""text"": ""Thank you for confirming your identity. According to our records, you have a balance of $450. How would you like to proceed?"", ""stime"": 31, ""etime"": 42}, {""speaker"": ""Customer"", ""text"": ""I wasn\u2019t aware of that balance. Can I get more details?"", ""stime"": 41, ""etime"": 46}, {""speaker"": ""Agent"", ""text"": ""Absolutely. This amount is from your last statement dated June 1st. Would you like to make a payment today?"", ""stime"": 45, ""etime"": 56}, {""speaker"": ""Customer"", ""text"": ""I can pay half of it today. How do I do that?"", ""stime"": 55, ""etime"": 59}, {""speaker"": ""Agent"", ""text"": ""You can pay by credit card over the phone or online. Which method do you prefer?"", ""stime"": 58, ""etime"": 67}, {""speaker"": ""Customer"", ""text"": ""I'll pay by credit card right now."", ""stime"": 66, ""etime"": 70}, {""speaker"": ""Agent"", ""text"": ""Great! I\u2019ll assist you with that. Please hold on while I pull up your account."", ""stime"": 69, ""etime"": 80}, {""speaker"": ""Customer"", ""text"": ""Thanks for your help."", ""stime"": 79, ""etime"": 81}]",Not Found,Not Found
179f40ff-742d-4703-94c4-430f631e3f83,"[{""speaker"": ""Agent"", ""text"": ""Hello, this is Mark from XYZ Collections. How are you today?"", ""stime"": 0, ""etime"": 7}, {""speaker"": ""Customer"", ""text"": ""I'm doing alright, thanks. What's this about?"", ""stime"": 7.5, ""etime"": 11}, {""speaker"": ""Agent"", ""text"": ""I'm calling regarding your outstanding balance with City Credit. Before we discuss any details, can you please confirm your date of birth?"", ""stime"": 10, ""etime"": 22}, {""speaker"": ""Customer"", ""text"": ""Sure, it's January 15, 1990."", ""stime"": 22.5, ""etime"": 25}, {""speaker"": ""Agent"", ""text"": ""Thank you. Can you also confirm your current address for verification?"", ""stime"": 24, ""etime"": 30}, {""speaker"": ""Customer"", ""text"": ""Yes, I live at 123 Maple Street, Springfield."", ""stime"": 29, ""etime"": 34}, {""speaker"": ""Agent"", ""text"": ""I appreciate that. Now, I can confirm you have an outstanding balance of $250. How would you like to proceed with the payment?"", ""stime"": 33, ""etime"": 43}, {""speaker"": ""Customer"", ""text"": ""I can pay half of that amount today."", ""stime"": 42.5, ""etime"": 46}, {""speaker"": ""Agent"", ""text"": ""That's great. So you'll be paying $125 today? How would you like to make that payment?"", ""stime"": 45, ""etime"": 54}, {""speaker"": ""Customer"", ""text"": ""I'll do it via credit card over the phone."", ""stime"": 53, ""etime"": 57}, {""speaker"": ""Agent"", ""text"": ""Perfect! Please provide your card details, and I'll process the payment right away."", ""stime"": 56, ""etime"": 64}, {""speaker"": ""Customer"", ""text"": ""My card number is 4111 1234 5678 9010."", ""stime"": 63.5, ""etime"": 66}, {""speaker"": ""Agent"", ""text"": ""Thank you. I am processing that now. One moment please."", ""stime"": 65, ""etime"": 70}, {""speaker"": ""Customer"", ""text"": ""Okay, I'm waiting."", ""stime"": 69, ""etime"": 71}, {""speaker"": ""Agent"", ""text"": ""Your payment has been successfully processed. Thank you for your cooperation today!"", ""stime"": 70, ""etime"": 78}]",Not Found,Not Found
a9eab46a-0595-4f5a-9888-b3ae63b06f74,"[{""speaker"": ""Customer"", ""text"": ""You have reached the voicemail of Jamie Smith. Please leave your name and number after the beep."", ""stime"": 0, ""etime"": 8}, {""speaker"": ""Agent"", ""text"": ""Hello, Jamie. This is Michael from Capital Collections."", ""stime"": 5, ""etime"": 14}, {""speaker"": ""Agent"", ""text"": ""I\u2019m calling about your overdue balance. Please contact us as soon as possible at one eight hundred two four one five six seven eight."", ""stime"": 12, ""etime"": 25}, {""speaker"": ""Customer"", ""text"": ""Thank you for your call. I\u2019ll be sure to return it as soon as I can."", ""stime"": 20, ""etime"": 29}, {""speaker"": ""Agent"", ""text"": ""We appreciate your prompt attention to this matter. Have a great day!"", ""stime"": 27, ""etime"": 35}]",Not Found,Not Found
dd662920-e3e6-45da-a97c-a59ed0971b60,"[{""speaker"": ""Agent"", ""text"": ""Hello, this is Sarah from XYZ Collections. Am I speaking with John Smith?"", ""stime"": 0, ""etime"": 7}, {""speaker"": ""Customer"", ""text"": ""Yes, this is John. What\u2019s this about?"", ""stime"": 8, ""etime"": 12}, {""speaker"": ""Agent"", ""text"": ""Thank you, John. I\u2019m calling to discuss your account with City Bank. Before we proceed, could you please verify your date of birth?"", ""stime"": 11, ""etime"": 20}, {""speaker"": ""Customer"", ""text"": ""Sure, it\u2019s November 15, 1990."", ""stime"": 21, ""etime"": 24}, {""speaker"": ""Agent"", ""text"": ""Thank you for that. Can you also confirm your current address for security purposes?"", ""stime"": 23, ""etime"": 32}, {""speaker"": ""Customer"", ""text"": ""I live at 123 Elm Street, Springfield."", ""stime"": 33, ""etime"": 37}, {""speaker"": ""Agent"", ""text"": ""Thank you, John. I\u2019ve verified your identity. You currently have a balance of $750. How would you like to handle this?"", ""stime"": 36, ""etime"": 46}, {""speaker"": ""Customer"", ""text"": ""I\u2019d like to set up a payment plan if possible."", ""stime"": 47, ""etime"": 52}, {""speaker"": ""Agent"", ""text"": ""Absolutely, we can set that up. What amount would you like to pay monthly?"", ""stime"": 51, ""etime"": 59}, {""speaker"": ""Customer"", ""text"": ""I can do $150 a month."", ""stime"": 60, ""etime"": 64}, {""speaker"": ""Agent"", ""text"": ""That sounds good, John. I\u2019ll go ahead and set you up for $150 monthly starting next month."", ""stime"": 63, ""etime"": 72}, {""speaker"": ""Customer"", ""text"": ""Thank you, I appreciate it."", ""stime"": 73, ""etime"": 75}, {""speaker"": ""Agent"", ""text"": ""You're welcome! Thank you for your cooperation. Have a great day!"", ""stime"": 74, ""etime"": 80}]",Not Found,Not Found
94ecf497-5959-44ec-a011-92af3709c38c,"[{""speaker"": ""Agent"", ""text"": ""Hello, is this John Smith?"", ""stime"": 0, ""etime"": 5}, {""speaker"": ""Customer"", ""text"": ""Yes, this is John. Who is this?"", ""stime"": 5.5, ""etime"": 8}, {""speaker"": ""Agent"", ""text"": ""This is Sarah from XYZ Collections. I'm calling about your account with Metro Credit. How are you today?"", ""stime"": 8, ""etime"": 15}, {""speaker"": ""Customer"", ""text"": ""I'm okay, but I wasn't expecting any calls."", ""stime"": 15.5, ""etime"": 20}, {""speaker"": ""Agent"", ""text"": ""I understand, John. I'm here to discuss the outstanding balance on your account. Can you confirm your address for verification?"", ""stime"": 20.5, ""etime"": 30}, {""speaker"": ""Customer"", ""text"": ""I live at 123 Maple Street."", ""stime"": 30.5, ""etime"": 32}, {""speaker"": ""Agent"", ""text"": ""Thank you, John. You currently have a balance of $2,500. How would you like to proceed with that today?"", ""stime"": 32.5, ""etime"": 40}, {""speaker"": ""Customer"", ""text"": ""I wasn't aware of that amount. Is there a way to reduce it?"", ""stime"": 40.5, ""etime"": 44}, {""speaker"": ""Agent"", ""text"": ""Unfortunately, the balance is accurate based on the last statement. Would you like to set up a payment plan?"", ""stime"": 44.5, ""etime"": 52}, {""speaker"": ""Customer"", ""text"": ""I guess I can do that. What are my options?"", ""stime"": 52.5, ""etime"": 55}, {""speaker"": ""Agent"", ""text"": ""We can divide the balance over the next six months, which would be about $416.67 a month. Does that work for you?"", ""stime"": 55.5, ""etime"": 65}, {""speaker"": ""Customer"", ""text"": ""That sounds manageable. Let's do it."", ""stime"": 65.5, ""etime"": 69}, {""speaker"": ""Agent"", ""text"": ""Great! I just need to confirm your payment method, and we can get started."", ""stime"": 69.5, ""etime"": 75}, {""speaker"": ""Customer"", ""text"": ""I prefer to use my debit card."", ""stime"": 75.5, ""etime"": 79}, {""speaker"": ""Agent"", ""text"": ""Okay, thank you for that. I\u2019ll guide you through the payment process now."", ""stime"": 79.5, ""etime"": 85}]",Not Found,Not Found
e25dcc91-27f8-4c0b-9869-496422ceb5c9,"[{""speaker"": ""Agent"", ""text"": ""Hello, this is Mark calling from XYZ Collections. How are you today?"", ""stime"": 0, ""etime"": 7}, {""speaker"": ""Customer"", ""text"": ""I'm doing alright, thanks. What's this about?"", ""stime"": 8, ""etime"": 12}, {""speaker"": ""Agent"", ""text"": ""I'm reaching out regarding your account with Stellar Credit. Can you verify your date of birth for security purposes?"", ""stime"": 11, ""etime"": 22}, {""speaker"": ""Customer"", ""text"": ""Sure, it's July 15, 1990."", ""stime"": 21, ""etime"": 24}, {""speaker"": ""Agent"", ""text"": ""Thank you for confirming. Can you also provide your current address?"", ""stime"": 23, ""etime"": 30}, {""speaker"": ""Customer"", ""text"": ""Yes, it's 123 Elm Street, Springfield."", ""stime"": 29, ""etime"": 33}, {""speaker"": ""Agent"", ""text"": ""Thank you for that information. You currently have a balance of $250 on your account. How would you like to proceed with the payment?"", ""stime"": 32, ""etime"": 43}, {""speaker"": ""Customer"", ""text"": ""I can pay $100 today and the rest next week."", ""stime"": 42, ""etime"": 47}, {""speaker"": ""Agent"", ""text"": ""That sounds great! We can process the $100 payment today. Can you provide your payment method?"", ""stime"": 46, ""etime"": 54}, {""speaker"": ""Customer"", ""text"": ""I'll use my credit card."", ""stime"": 53, ""etime"": 56}, {""speaker"": ""Agent"", ""text"": ""Perfect! Please provide your credit card number, and I will assist you further."", ""stime"": 55, ""etime"": 62}, {""speaker"": ""Customer"", ""text"": ""It's 4111 1111 1111 1111."", ""stime"": 61, ""etime"": 64}, {""speaker"": ""Agent"", ""text"": ""Thank you. The payment has been successfully processed. Is there anything else I can help you with today?"", ""stime"": 63, ""etime"": 74}, {""speaker"": ""Customer"", ""text"": ""No, that's everything. Thanks for your help!"", ""stime"": 73, ""etime"": 77}, {""speaker"": ""Agent"", ""text"": ""You're welcome! Have a great day."", ""stime"": 76, ""etime"": 80}]",Not Found,Not Found
c0c24a7d-88c3-4ac3-af0d-ad36b9891fb2,"[{""speaker"": ""Agent"", ""text"": ""Hello, this is Mark calling from XYZ Collections. How are you today?"", ""stime"": 0, ""etime"": 7}, {""speaker"": ""Customer"", ""text"": ""I\u2019m good, but why are you calling me?"", ""stime"": 7.5, ""etime"": 10}, {""speaker"": ""Agent"", ""text"": ""I'm reaching out regarding your outstanding balance with ABC Credit. It's important we discuss this."", ""stime"": 9, ""etime"": 18}, {""speaker"": ""Customer"", ""text"": ""I've asked you to put my number on a do not call list already."", ""stime"": 17, ""etime"": 21}, {""speaker"": ""Agent"", ""text"": ""I apologize for the confusion. Let me take care of that for you right now."", ""stime"": 20, ""etime"": 29}, {""speaker"": ""Customer"", ""text"": ""Please do that. I don\u2019t want to hear from you again."", ""stime"": 28, ""etime"": 32}, {""speaker"": ""Agent"", ""text"": ""Absolutely. I've marked your number as do not call, and you won't receive any further calls."", ""stime"": 31, ""etime"": 42}, {""speaker"": ""Customer"", ""text"": ""Thank you for that."", ""stime"": 41, ""etime"": 43}, {""speaker"": ""Agent"", ""text"": ""You're welcome! If you need anything else, feel free to reach out."", ""stime"": 42, ""etime"": 50}]",Not Found,Not Found
dbd3e2fd-4a8f-4eb3-aa6f-befcc150bfd8,"[{""speaker"": ""Agent"", ""text"": ""Hello, this is Mark from XYZ Collections. How are you today?"", ""stime"": 0, ""etime"": 7}, {""speaker"": ""Customer"", ""text"": ""I'm okay, thanks for asking. What's this about?"", ""stime"": 8, ""etime"": 14}, {""speaker"": ""Agent"", ""text"": ""I'm calling to discuss your outstanding balance with ABC Credit Union. Can I have your account number to proceed?"", ""stime"": 13, ""etime"": 22}, {""speaker"": ""Customer"", ""text"": ""I don\u2019t have that right now, can you give me more details first?"", ""stime"": 23, ""etime"": 28}, {""speaker"": ""Agent"", ""text"": ""Sure! You have an overdue balance of $450. How do you wish to handle this?"", ""stime"": 27, ""etime"": 34}, {""speaker"": ""Customer"", ""text"": ""That sounds high. When was this due?"", ""stime"": 35, ""etime"": 40}, {""speaker"": ""Agent"", ""text"": ""The payment was due on June 15th. I can set up a payment plan if needed."", ""stime"": 39, ""etime"": 46}, {""speaker"": ""Customer"", ""text"": ""I may need some time, can you reduce the amount?"", ""stime"": 48, ""etime"": 52}, {""speaker"": ""Agent"", ""text"": ""Unfortunately, I can't adjust the balance. However, I can help with the payment options available."", ""stime"": 51, ""etime"": 58}, {""speaker"": ""Customer"", ""text"": ""What are the options then?"", ""stime"": 59, ""etime"": 63}, {""speaker"": ""Agent"", ""text"": ""You can either pay in full or set up monthly payments. Would you like to discuss that?"", ""stime"": 62, ""etime"": 70}, {""speaker"": ""Customer"", ""text"": ""I need to think about it before making a decision."", ""stime"": 71, ""etime"": 75}, {""speaker"": ""Agent"", ""text"": ""Of course! Just call us back when you're ready. Thank you for your time."", ""stime"": 74, ""etime"": 82}, {""speaker"": ""Customer"", ""text"": ""Thank you, goodbye."", ""stime"": 83, ""etime"": 86}]",Not Found,Not Found
a70624b3-d7ff-4afe-b4b6-a1a5cceccf13,"[{""speaker"": ""Agent"", ""text"": ""Hello, this is Sarah from XYZ Collections. How are you today?"", ""stime"": 0, ""etime"": 6}, {""speaker"": ""Customer"", ""text"": ""I'm doing fine, thank you. What\u2019s this about?"", ""stime"": 7.5, ""etime"": 12}, {""speaker"": ""Agent"", ""text"": ""I\u2019m calling regarding an outstanding balance on your account. Before we proceed, could you please verify your address for me?"", ""stime"": 11, ""etime"": 22}, {""speaker"": ""Customer"", ""text"": ""Sure, it's 123 Elm Street."", ""stime"": 23, ""etime"": 25}, {""speaker"": ""Agent"", ""text"": ""Thank you for that. And can you also confirm your date of birth?"", ""stime"": 24, ""etime"": 30}, {""speaker"": ""Customer"", ""text"": ""It's April 15, 1990."", ""stime"": 31, ""etime"": 34}, {""speaker"": ""Agent"", ""text"": ""Thank you for verifying your information. I see that you have a balance of $250. How would you like to handle that today?"", ""stime"": 33, ""etime"": 46}, {""speaker"": ""Customer"", ""text"": ""I can pay $100 now and the rest by the end of the month."", ""stime"": 47, ""etime"": 54}, {""speaker"": ""Agent"", ""text"": ""That sounds reasonable. I\u2019ll process the $100 payment. Can I confirm your payment method?"", ""stime"": 53, ""etime"": 63}, {""speaker"": ""Customer"", ""text"": ""Yes, I'll use my credit card."", ""stime"": 64, ""etime"": 67}, {""speaker"": ""Agent"", ""text"": ""Perfect. Let me get your card details and we'll finalize the transaction."", ""stime"": 66, ""etime"": 75}, {""speaker"": ""Customer"", ""text"": ""Okay, I'm ready."", ""stime"": 76, ""etime"": 78}, {""speaker"": ""Agent"", ""text"": ""Thank you for your cooperation. I appreciate your promptness in addressing this."", ""stime"": 79, ""etime"": 87}, {""speaker"": ""Customer"", ""text"": ""No problem, thank you for your help!"", ""stime"": 88, ""etime"": 92}]",Not Found,Not Found
6387f58b-67bc-490c-857d-71f5daac829e,"[{""speaker"": ""Customer"", ""text"": ""You have reached John Smith's voicemail. Please leave a message after the beep."", ""stime"": 0, ""etime"": 10}, {""speaker"": ""Agent"", ""text"": ""Hi John, this is Sarah from Global Collections. I am reaching out about your overdue balance."", ""stime"": 8, ""etime"": 20}, {""speaker"": ""Customer"", ""text"": ""If this is an emergency, please hang up and call 911."", ""stime"": 19, ""etime"": 28}, {""speaker"": ""Agent"", ""text"": ""Your current balance is three hundred and fifty dollars, and it's important to resolve this as soon as possible."", ""stime"": 25, ""etime"": 38}, {""speaker"": ""Customer"", ""text"": ""Thank you for your call. I am not available right now, but I will get back to you."", ""stime"": 37, ""etime"": 44}]",Not Found,Not Found
d4e22ff8-e8e2-4dcb-ad76-3e77ec345eec,"[{""speaker"": ""Agent"", ""text"": ""Hello, this is Mark from Secure Collections. How are you today?"", ""stime"": 0, ""etime"": 7}, {""speaker"": ""Customer"", ""text"": ""Hi Mark, I'm doing okay. What's this about?"", ""stime"": 7.5, ""etime"": 11}, {""speaker"": ""Agent"", ""text"": ""I appreciate your response. I'm reaching out concerning your account. Could you please verify your date of birth for security purposes?"", ""stime"": 10, ""etime"": 22}, {""speaker"": ""Customer"", ""text"": ""Sure, it's June 5th, 1990."", ""stime"": 22.5, ""etime"": 25}, {""speaker"": ""Agent"", ""text"": ""Thank you for that information. Can you also confirm your address for verification?"", ""stime"": 24, ""etime"": 31}, {""speaker"": ""Customer"", ""text"": ""Yes, it's 123 Maple Street, Springfield."", ""stime"": 31.5, ""etime"": 34}, {""speaker"": ""Agent"", ""text"": ""Thank you. I can confirm that we are discussing your account with a current balance of $450. How would you like to proceed with this matter?"", ""stime"": 33, ""etime"": 43}, {""speaker"": ""Customer"", ""text"": ""I can make a payment right now. Can I do it over the phone?"", ""stime"": 43.5, ""etime"": 48}, {""speaker"": ""Agent"", ""text"": ""Absolutely, I can guide you through the process. Can you please provide me with your payment details?"", ""stime"": 47, ""etime"": 56}, {""speaker"": ""Customer"", ""text"": ""Sure, my credit card number is 1234-5678-9012-3456."", ""stime"": 56.5, ""etime"": 59}, {""speaker"": ""Agent"", ""text"": ""Thank you for that. I will now process your payment. This will take just a moment."", ""stime"": 58.5, ""etime"": 65}, {""speaker"": ""Customer"", ""text"": ""Okay, I appreciate it."", ""stime"": 66, ""etime"": 68}, {""speaker"": ""Agent"", ""text"": ""Your payment has been successfully processed. Thank you for your time today!"", ""stime"": 67, ""etime"": 75}, {""speaker"": ""Customer"", ""text"": ""Thank you, Mark. Have a great day!"", ""stime"": 75.5, ""etime"": 78}, {""speaker"": ""Agent"", ""text"": ""You're welcome! Take care."", ""stime"": 78.5, ""etime"": 80}]",Not Found,Not Found
b66e19ea-ac01-4f47-a9a0-33d24b0ab438,"[{""speaker"": ""Agent"", ""text"": ""Hello, this is Mark calling from XYZ Collections. How are you today?"", ""stime"": 0, ""etime"": 7}, {""speaker"": ""Customer"", ""text"": ""I'm doing okay, thanks. What\u2019s this about?"", ""stime"": 8, ""etime"": 12}, {""speaker"": ""Agent"", ""text"": ""I\u2019m calling regarding an important matter related to your account with ABC Credit. Could you please verify your date of birth for me?"", ""stime"": 11, ""etime"": 22}, {""speaker"": ""Customer"", ""text"": ""Sure, it\u2019s July 15, 1985."", ""stime"": 23, ""etime"": 26}, {""speaker"": ""Agent"", ""text"": ""Thank you for verifying that. I also need to confirm your address before proceeding. Can you provide your current address?"", ""stime"": 25, ""etime"": 35}, {""speaker"": ""Customer"", ""text"": ""Yes, it\u2019s 123 Maple Street, Springfield."", ""stime"": 36, ""etime"": 40}, {""speaker"": ""Agent"", ""text"": ""Thank you. Based on the information I have, you currently have an outstanding balance of $250. How would you like to proceed with this?"", ""stime"": 39, ""etime"": 50}, {""speaker"": ""Customer"", ""text"": ""I\u2019d like to set up a payment plan, if possible."", ""stime"": 51, ""etime"": 55}, {""speaker"": ""Agent"", ""text"": ""Certainly! We can arrange that. Would you like to go with a monthly payment of $50 over five months?"", ""stime"": 54, ""etime"": 63}, {""speaker"": ""Customer"", ""text"": ""That sounds good. Let\u2019s do that."", ""stime"": 64, ""etime"": 67}, {""speaker"": ""Agent"", ""text"": ""Great! I\u2019ll send you a confirmation email with the payment details. Thank you for your cooperation."", ""stime"": 66, ""etime"": 78}, {""speaker"": ""Customer"", ""text"": ""Thank you for your help, Mark."", ""stime"": 79, ""etime"": 82}, {""speaker"": ""Agent"", ""text"": ""You're welcome. Have a great day!"", ""stime"": 81, ""etime"": 85}, {""speaker"": ""Customer"", ""text"": ""You too, goodbye."", ""stime"": 86, ""etime"": 88}]",Not Found,Not Found
9e2faf2f-4b66-4aeb-a04b-cbffeb9a7bb4,"[{""speaker"": ""Agent"", ""text"": ""Hello, is this Mr. Johnson?"", ""stime"": 0, ""etime"": 5}, {""speaker"": ""Customer"", ""text"": ""Yes, that's me. Who is this?"", ""stime"": 5.5, ""etime"": 8}, {""speaker"": ""Agent"", ""text"": ""This is Sarah from XYZ Collections. I'm calling to discuss your account. Can you please verify your date of birth for security purposes?"", ""stime"": 7, ""etime"": 18}, {""speaker"": ""Customer"", ""text"": ""Sure, it's January 15, 1985."", ""stime"": 18, ""etime"": 21}, {""speaker"": ""Agent"", ""text"": ""Thank you, Mr. Johnson. I appreciate your cooperation. Can you also confirm your address for me?"", ""stime"": 21, ""etime"": 29}, {""speaker"": ""Customer"", ""text"": ""I live at 123 Maple Street."", ""stime"": 29, ""etime"": 32}, {""speaker"": ""Agent"", ""text"": ""Thank you for verifying that information. You have an outstanding balance of $450. What payment options do you prefer?"", ""stime"": 32, ""etime"": 43}, {""speaker"": ""Customer"", ""text"": ""I would like to set up a payment plan."", ""stime"": 43, ""etime"": 46}, {""speaker"": ""Agent"", ""text"": ""That sounds good. I can assist you with that. How much do you want to pay monthly?"", ""stime"": 46, ""etime"": 55}, {""speaker"": ""Customer"", ""text"": ""I can pay $100 a month."", ""stime"": 55, ""etime"": 58}, {""speaker"": ""Agent"", ""text"": ""Great! We'll set that up. Your first payment will be due on the 15th of next month."", ""stime"": 58, ""etime"": 65}, {""speaker"": ""Customer"", ""text"": ""Thank you for your help."", ""stime"": 65, ""etime"": 68}, {""speaker"": ""Agent"", ""text"": ""You're welcome, Mr. Johnson. If you have any questions, feel free to call us back. Have a great day!"", ""stime"": 68, ""etime"": 78}]",Not Found,Not Found
